Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
54,dress,Dresses,"beautiful, exquisite, write, special, ","dress, i, detail, i, dress, i, embroidery, beading, treatment, ",
58,blouse,Tops,"local, cute, i, cute, fit, great, little, big, small, snug, ","retailer, salespeople, top, someone, store, i, size, medium, i, i, love, cut, bust, size, i, ",
51,warm jacket,Jackets,"beautiful, unique, sexy, i, happy, ","coat, i, size, silhouette, pulling, tugging, purchase, ",
42,blouse,Tops,"great, elasticized, little, back, elegant, subtle, true, yellowy-green, ","feeling, i, top, way, neck, beading, body, billowy, size, color, ",
33,knit sweater,Tops,"soft, little, super, form, true, olive, beautiful, ","comfy, fabric, cute, ruffle, side, cute, fitting, size, color, person, ",
36,knit sweater,Tops,"soft, new, recommend, ","cardigan, anything, airplane, ",
86,knit sweater,Tops,"white, top, sure, small-chested, super, nice, super, happy, ","online, moss, moss, person, chest, clingy, midsection, ",
45,sweater,Tops,"great, i, great, true, ","purchase, vest, pa, i, sweater, length, size, ",
31,skirt,Bottoms,"amazing, outstanding, stretchy-jersey, high-waisted, 1-2, natural, small, i, ","i, lbs, size, dress, skirt, price, lining, model, work, i, size, waist, size, size, i, size, i, size, size, waist, midi, length, length, ",
51,sweater,Tops,"unique, cami, little, black, black, blue, i, ","something, model, underneath, shorter, front, back, denim, ankle, denim, jacket, s, fit, well, ",
57,sweater,Tops,"long, sleeved, ","sweater, i, shirt, underneath, ",
67,pants,Bottoms,"comfortable, nice, lightweight, soft, stretchy, beautiful, dark, navy/indigo, subtle, many, perfect, i, ","fabric, bit, print, length, lb, xs, ",
34,dress,Dresses,"beautiful, i, wonderful, ","dress, goddess, lol, m/l, i, everything, fit, flow, dress, i, problem, fabric, ",
49,skirt,Bottoms,"black, casual, great, able, ","love, skirt, perfect, gold, burgundy, chambray, jean, shirt, price, point, i, %, ",
43,blouse,Tops,"top, navy, versatile, white, good, several, nice, ","blue, appropriate, office, look, quality, design, ",
44,skirt,Bottoms,"unique, versatile, gorgeous, twirly, subtle, super, petite, i, regular, i, ready, ","skirt, everything, skirt, dazzle, softness, midi, length, width, skirt, way, comfortable, waist, hem, model, skirt, surprise, body, ",
50,knit sweater,Tops,"black, ","top, favorite, season, planning, order, ",
52,knit sweater,Tops,"soft, good, second, ","sweater, bomb, flattering, everything, i, ",
44,sweater,Tops,"tunic, white, long, xs, fit, ","sweater, sort, sort, vest, sleeve, tee, underneath, lbs, versatility, design, ",
44,sweater,Tops,"great, peachy, i, true, small, oversized, ","sweater/jacket, color, cream, color, everything, warm, i, size, i, way, piece, size, ",
49,knit sweater,Tops,"top, many, ","i, top, shirt, ",
39,sweater,Tops,"new, favorite, large, i, great, large, big, small, unique, i, ","i, ivory, medium, lilac, sale, medium, give, medium, i, i, medium, retailer, back, sweater, look, button, ",
39,pants,Bottoms,"comfortable, fit, beautiful, neutral, different, bad, whole, i, nice, rich, gray, perfect, short, muscular, ","color, embroidery, nothing, day, bit, color, dark, turquoise, length, petite, model, change, i, legs, lbs, waist, ",
53,pants,Bottoms,"great, big, ","cute, embroidery, waist, ",
37,knit sweater,Tops,"top, large, i, first, small, right, top, short, long, back, nice, ","i, medium, retailer, review, decision, i, someone, torso, detail, print, color, ",
55,dress,Dresses,"light, fabric, grecian, usual, great, great, ","dress, quality, color, design, goddess, feeling, fit, shape, length, ",
53,knit sweater,Tops,"muted, gray, relaxed, comfortable, ","pattern, blue, gray, front, i, fit, ",
28,knit sweater,Tops,"top, ",,
41,pants,Bottoms,"super, comfortable, stylish, beautiful, other, small, ","cute, addition, design, i, fit, ",
39,pants,Bottoms,"expensive, i, fine, much, pleased, baggy, ","sale, bit, side, size, fall, ankle, model, piping, seams, pajamas, i, crotch, style, ",fall
52,pants,Bottoms,"true, ","go, patch, pocket, size, size, ",
57,pants,Bottoms,"sure, i, wonderful, light, warm, ","waistband, perfect, weather, print, day, night, ",
32,dress,Dresses,"nervous, much, beautiful, stretchy, super, tight, stretchy, super, good, flattering, i, many, ","dress, comfortable, pencil, comfy, i, dress, i, ",
72,dress,Dresses,"beautiful, broad, straight, stretchy, tailored, bottom, awesome, ","dress, person, dress, top, chest, note, side, bottom, i, slimmer, curvy, dress, ",
33,dress,Dresses,"new, usual, body, i, disappointed, ","trouble, i, dress, section, month, i, size, size, size, i, rib, cage, con, curve, look, i, dress, f, ",
52,dress,Dresses,"ordinary, undecided, ","byron, i, exception, i, front, dress, couple, wait, i, one, winner, ",
29,dress,Dresses,"whim, sure, flattering, large, right, many, ","dress, day, i, i, i, dress, size, waist, fit, i, benefit, i, ",
43,dress,Dresses,"charisma, same, much, much, i, great, real, ","sheath, designer, i, person, picture, curve, frame, i, dress, life, ",
36,dress,Dresses,"different, own, delicate, top, ","dress, pattern/print, i, fit, dress, skirt, portion, knit, fabric, ",
63,dress,Dresses,"special, lifetime, unique, i, unique, special, special, beautiful, comfortable, sure, ","retirement, party, something, event, i, something, everyone, exception, boyfriend, everyone, i, dress, design, day, stretchy, discomfort, fun, dress, ",
42,pants,Bottoms,"first, comfortable, i, small, small, petite, small, big, perfect, ankle, nervous, delicate, ","romper, i, love, xs, retailer, xs, i, length, xs, length, i, washer, cycle, ",
41,pants,Bottoms,"big, wrong, unexpected, super, slimming, cute, adorable, great, ","fan, idea, one, surprise, size, 8-10/medium, medium, fit, well, flattering, waist, roll, tab, cuff, touch, model, none, quality, love, ",
19,pants,Bottoms,"perfect, small, perfect, super, regular, european, pretty, black, ","jumpsuit, lbs, fit, fabric, comfy, bra, i, forward, vacation, august, blue, blue, i, ",
40,dress,Dresses,"dry, stylish, super, comfortable, i, ","home, one, i, cleaner, dress, bonus, i, husband, i, seamstress, fabric, ",
58,dress,Dresses,"same, much, ","line, order, designer, dress, i, prettier, person, ",
47,pants,Bottoms,"third, i, usual, small, 31-38, i, tall, same, uncomfortable, torso, i, easy, ","jumpsuit, i, review, season, jumpsuit, size, i, model, inch, shorter, legs, tab, snap, legs, inseam, jumpsuit, ",
44,jeans,Bottoms,"such, fun, stiff, usual, i, wash, cold, gentle, ","denim, i, size, cycle, hang, dry, ",
34,shorts,Bottoms,"i, i, glad, flattering, only, i, romper, beautiful, ","romper, try, colors/pattern, i, complaint, afterall, piece, ",
38,shorts,Bottoms,"other, hard, short, excited, i, ","reviewer, size, i, retailer, year, i, alternative, cook, style, ",
27,dress,Dresses,"modest, enough, ","dress, i, neckline, evening, night, day, ",
25,dress,Dresses,"cute, local, flattering, only, long, ","dress, online, retailer, i, material, thing, ",
29,dress,Dresses,"only, white, such, pretty, overall, great, i, ","look, dress, issue, inside, dress, dress, fit, ",
56,dress,Dresses,"on-line, black, disappointed, available, i, tight, small, ","dress, i, i, dressing, room, version, dress, bit, size, i, size, i, i, xs, s, dressing, room, xs, fitting, chest, i, xs, ",
48,dress,Dresses,"enough, i, true-to-size, little, big, little, upper, little, hips/tummy/butt, little, scoop, ","material, medium, weight, jersey, knit, coverage, support, bulky, dress, bit, bit, medium, size, dress, body, chest, ribs, bit, area, neckline, bit, tha, ",
57,dress,Dresses,"small, enough, red, gorgeous, sweet, ","room, chest, line, sale, worth, ",
27,dress,Dresses,"red, black, little, fine, ","dress, i, medium, medium, dress, body, size, ",
30,dress,Dresses,"bridal, such, additional, much-, adorable, many, fit, true, 135-140lbs, amazing, i, ","dress, raspberry, friend, shower, hit, i, sale, price, %, sale, i, chunky, gold, necklace, i, medium, size, cut, dress, material, ",
60,dress,Dresses,"such, cute, full, visual, enough, actual, beautiful, much, dry, i, mys, ","dress, skirt, weight, weight, i, black/beige, print, fabric, fabric, i, dress, lining, well, lbs, i, way, medium, fit, length, knee, ok, ",
41,dress,Dresses,"other, little, small, low, broad, normal, i, small, big, athletic, usual, overall, excellent, ","cut, chest, i, size, xxsp, person, problem, fit, buy, sale, price, size, room, chest, ",
43,knit sweater,Tops,"top, flattering, sweet, little, micro, worn, soft, small, ","top, shirt, length, fit, color, kind, i, lot, medium, ",
66,dress,Dresses,"difficult, i, good, small, ","dress, way, me..this, glove, silhouette, weight, waist, ",
41,dress,Dresses,"soft, great, red, past, black, black, cropped, figure, comfortable, lovely, ","dress, online, material, weight, motif, i, week, ton, leather, jacket, flattering, size, xs, s, s, lb, dress, ",
41,shorts,Bottoms,"perfect, sturdy, flimsy, see-through, tan, lighter-colored, see-through, fantastic, i, blue, such, ","lace, lace, i, cream, blue, sale, skin, bit, clothing, time, t-shirt, blouse, eyelash, fringe, hem, ",
27,dress,Dresses,"easy, little, small, i, great, ","date, work, dress, bust, size, fit, ",
43,jacket,Jackets,"great, gorgeous, ","kimono, ",
49,dress,Dresses,"small, i, i, small, small, soft, great, ","sweater, dress, i, ivory, color, size, size, love, friend, kind, i, sale, rack, dust, dirt, hem, i, line, m, fit, color, ",
65,jacket,Jackets,"light, dressy, casual, ","weight, length, amount, fabric, ",
20,jacket,Jackets,"one-size, billowy, flowing, black, black, similar, long, short, fresh, modern, simple, black, black, light, ","design, person, i, plan, pair, idea, kimono, bating, suit, cover-up, kimono, option, coverage, top, ",
23,jeans,Bottoms,"i, possible, local, adorable, comfortable, much, crazy, other, i, hard, ","i, retailer, pattern, i, pair, pilcro, i, stretch, exception, everything, time, ",
54,blouse,Tops,"chic, worth, i, i, ","wow, something, i, paris, penny, husband, standout, work, design, industry, something, i, ",
34,dress,Dresses,"Beautiful, washable, i, tad, high, tasteful, i, due, i, glad, particular, overall, cute, versatile, cozy, functional, many, ","material-, bit, me-, i, medium, retailer, nature, material, i, size, i, arm, hole, dress, option, plenty, exposure, ",
52,jeans,Bottoms,"i, stinking, great, full, grey, many, ","print, fun, flattering, i, cuffed, warmer, length, fall, something, fun, flattering, ticket, i, version, ",fall
50,dress,Dresses,"mixed, disappointed, i, different, i, high, large, cozy, soft, gorgeous, boxy, marshmallow-like, loose, usuall, ","fit, store, dress, dress, fit, photo, side, arm, bit, coverage, material, cream, color, size, wise, i, ",
36,dress,Dresses,"divine, stunning, luxe, expensive, x-small, small, fit, ","cream, color, dress, dress, vest, jacket, cream, color, knit, size, i, x-small, ",
29,dress,Dresses,"i, online, i, many, ran, previous, guilty, happy, lovely, ","dress, website, store, purchase, i, love, color, texture, home, purchase, i, dress, i, dress, ",
38,warm jacket,Jackets,"normal, i, perfect, petite, soft, great, ","size, store, i, order, petite, store, i, store, coat, roomy, shape, ",
25,warm jacket,Jackets,"feel-true, excellent, ","trench, coat, fit, size, cozy, material, ",
37,jacket,Jackets,"i, i, gorgeous, unique, bold, i, black, white, endless, only, airy, ","couple, kimono, light, airy, print, dress, tank, denim, color, top, beauty, downside, kimono, i, s, ",
35,warm jacket,Jackets,"black, black, perfect, light, heavy, i, ","coat, i, something, plaid, fault, i, temperate, seattle, fall, winter, ton, i, medium, ", winterfall
56,jacket,Jackets,"several, rich, beautiful, ","retailer, prettiest, person, i, summer, ",summer
56,warm jacket,Jackets,"normal, small, great, easy, online, ","coat, i, size, medium, i, size, customer, service, exchange, ",
48,jeans,Bottoms,"faded, summery, usual, fit, nice, ","lighter, denim, blue-grey, wardrobe, dark, denim, i, stretchy, i, size, tts, ",
44,knit sweater,Tops,"enough, off-the-shoulder, i, only, i, other, small, top, fitted, normal, small, ","season, con, fabric, slight, sheen, look, tad, bit, cut, i, bit, volume, neck, hole, waist, i, waist, size, i, ",
53,knit sweater,Tops,"top, comfortable, multiple, small, much, ","fabric, bottom, xs, lbs, i, ",
36,jeans,Bottoms,"new, much, short, wear, perfect, ","i, i, pair, way, slimming, ",
29,knit sweater,Tops,"Beautiful, wide, tight, fit, true, neutral, nice, white, ","top, boat, neck, shoulder, bottom, i, size, light, color, denim, summer, unique, ",summer
53,dress,Dresses,"nice, i, regular, small, i, nice, soft, good, i, i, regular, tight, short, nice, sp, ","dress, sale, dolan, brand, size, tts, material, length, petite, slimming, dress, i, mock, neck, material, bit, stretch, ",
25,jeans,Bottoms,"amazed, perfect, skinny, tight, athletic, long, great, comfortable, ","i, denim, b/c, time, reference, i, size, someone, age, i, investment, ",
58,pants,Bottoms,"i, local, short, fine, tall, last, much, true, other, length, long, ","mid-september, while, retailer, store, i, bit, salesgirl, sale, i, tall, size, testament, i, fit, size, issue, course, th, ",
39,thin sweater,Tops,"well-made, great, soft, few, blue, true, falttering, i, i, ","sweater, feel, i, troubadour, season, i, version, size, i, petite, nexl, ine, pcture, hte, shirt, bit, style, ",
54,pants,Bottoms,"second, pilcro, soft, large, ","pair, pantless, brand, bit, size, ",
38,knit sweater,Tops,"amazing, small, large, large, fit, great, i, ","top, i, option, shoulder, perfect, length, shoulder, fall, reference, lbs, ",fall
61,pants,Bottoms,"much, n, adorable, glad, neutral, green, ish, regular, much, i, ","order, line, size, chance, sale, i, i, i, pair, plaid, reference, i, tall, weight, i, i, review, i, lo, ",
34,knit sweater,Tops,"top, super, hot, i, glad, other, difficult, top, snug, i, flattering, ","shelf, material, brand, right, ar, i, color, buying, i, waist, material, i, boat, neck, look, shoulder, ",
22,blouse,Tops,"new, go-to, super, beautiful, off-the-shoulder, wrong, ","daughter, college, birthday, top, comfy, style, one, ",
55,blouse,Tops,"great, top, little, large, perfect, ","fall, season, i, size, ",fall
54,jeans,Bottoms,"major, general, go-to, i, high, i, true, good, big, i, svelte, ","score, pilcro, i, color, hyphen, cut, fit, size, i, order, size, i, pair, pair, denim, ",
25,dress,Dresses,"perfect, perfect, black, optional, black, i, special, fit, top, ","dress, tie, wedding, i, dress, i, something, i, size, better, size, length, size, ",
45,knit sweater,Tops,"top, funny, flattering, whole, great, black, ","way, fits, i, top, bottom, shoulder, worn, neck, kind, cowl, neck, i, shoulder, b/c, bra, strap, challenge, i, charcoal, color, ",
33,blouse,Tops,"top, great, little, extra, i, top, black, amazing, small, i, small, ","shoulder, room, torso, love, lace, detail, bottom, fall, ",fall
